
SHOW_SPOT_TRIPSHEETS_TO_ALL_VENDORS,Show spot booking trip sheet to all vendors,,SHow all trips available to all vendors ,,SHow all trips available to all vendors ,,,,,,,,,,,,,,,,,,,,
SPOT_EMAIL_SIGNATURE,Spot email signature text name,,Email signature for SPOT emails from transport@moveinsync.com,,Email signature for SPOT emails from transport@moveinsync.com,,,,,,,,,,,,,,,,,,,,
MANAGER_APPROVAL_REQUIRED_FOR_SPOT_BOOKING,Feature enable manager approvel option,,Enable manager approval for SPOT booking,,Enable manager approval for SPOT booking,,,,,,,,,,,,,,,,,,,,
SPOT_CAB_ALLOCATION_FROM_THD,Feature enable Cab allocation option to THD team,,Allow Can allocation from THD team,,Allow Can allocation from THD team,,,,,,,,,,,,,,,,,,,,
USER_BASED_CITY_AND_OFFICE_VIEW_IN_SPOT_BOOKING,Update the citiy office level details of spot booking,,Display city and office level details in SPOT bookings,,Display city and office level details in SPOT bookings,,,,,,,,,,,,,,,,,,,,
TRIP_MERGE_REQUIRED_FOR_SPOT_BOOKING,Feature enable trip merge option,,Merge multiple trips into one single SPOT trip,,Merge multiple trips into one single SPOT trip,,,,,,,,,,,,,,,,,,,,
VENDOR_ACCEPTANCE_REQUIRED_FOR_SPOT_BOOKING,Feature enable vendor acceptance option to spot booking,,Allow vendor to accept bookings to allocate cabs,,Allow vendor to accept bookings to allocate cabs,,,,,,,,,,,,,,,,,,,,
SPOT_BOOKING_REQUEST_OFFICE_LEVEL_TM_RECIPIENTS,Update the team email ID's,,Booking request mail recipients- Transport team email IDs,,Booking request mail recipients- Transport team email IDs,,,,,,,,,,,,,,,,,,,,
SPOT_MULTI_DAYS_BOOKING_ENABLED,Feature enable option multi day's booking,,Enable user to book for multiple days,,Enable user to book for multiple days,,,,,,,,,,,,,,,,,,,,
VENDOR_ASSIGNMENT_FROM_SPOT_BOOKING,Feature enable option vendor assign,,Allow transport team to allocate vendor for SPOT booking,,Allow transport team to allocate vendor for SPOT booking,,,,,,,,,,,,,,,,,,,,
VENDOR_ASSIGNMENT_FROM_SPOT_BOOKING_ROLES,Seature enable vendor assignment option showing spot booking roles,,Roles that are allowed to assign vendors for bookings,,Roles that are allowed to assign vendors for bookings,,,,,,,,,,,,,,,,,,,,
CUTOFF_TIME_FOR_CAB_COLOR_CODE_IN_SPOT_TRIPS,enable cutoff time for cab color option _s spot trips,,,,,,,,,,,,,,,,,,,,,,,,
SPOT_EMAIL_CC_RECIPIENTS,Update the CC email ID's,,CC recipients for SPOT bookings,,CC recipients for SPOT bookings,,,,,,,,,,,,,,,,,,,,
SPOT_BOOKING_ENABLED,Feature enable Spot booking option,,Enable SPOT feature,,Enable SPOT feature,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Scheduling,,,,,,,,,,,,,,,,,,,,,,,,,
FEATURE_SCHEDULE_UPLOAD_ENABLED,Feature enable schedule upload option in a team manger page,,Enables bulk scheduling option,Enablement not required,Enables the Bulk Upload Option- Need approval before activation,,,,,,,,,,,,,,,,,,,,
FEATURE_MULTIPLE_SPOC,Feature enable option to multiple spoc,,Enables addition of multiple SPOCS for a single team,,Enables addition of multiple SPOCS for a single team,,,,,,,,,,,,,,,,,,,,
FEATURE_ENABLE_LEAVE,Feature enable option av enable leave,,Mark employee as leave suring scheduling,This is a non-working feature so please don't use it,Not in use,,,,,,,,,,,,,,,,,,,,
SCHEDULE_EXPIRY_MAIL_TO_EMPLOYEES,Feature enable scheudle expiry notification to the employee,,Automatic schedule expiry email will be sent to employees(Please configure the number of days),,Automatic schedule expiry email will be sent to employees(Please configure the number of days),,,,,,,,,,,,,,,,,,,,
SCHEDULE_EXPIRY_MAIL_TO_PROJECT_MANAGER,Feature enable scheudle expiry notification to the project manager,,Automatuc Schedule expiry mail of employees to project manager,,Automatuc Schedule expiry mail of employees to Team manager,,,,,,,,,,,,,,,,,,,,
HUB_LOCATION_ADDRESS,Heature enable option es location address,,,For backend team only,For backend team only,,,,,,,,,,,,,,,,,,,,
SCHEDULE_CHANGE_ALLOWED_TIME_DAYS,The number of days for which the schedule can be changed. Beyond that the date selector will be greyed out,,The number of days for which the schedule can be changed(On mobile app and ETS). Beyond that the date selector will be greyed out,The number of days for which the schedule can be changed(On mobile app and ETS). Beyond that the date selector will be greyed out. SE to be raised for Mobile App config.,The number of days for which the schedule can be changed(On mobile app and ETS). Beyond that the date selector will be greyed out. SE to be raised for Mobile App config.,,,,,,,,,,,,,,,,,,,,
FEATURE_BUSINESS_UNIT_ENABLED,Feature enable Business unit option,,To enable a business unit for billing,"Business Unit & Cost Centres are generally used by the clients for Bill Back to the Business, so please enable after clients consent.","Business Unit & Cost Centres are generally used by the clients for Bill Back to the Business, so please enable after clients consent.",,,,,,,,,,,,,,,,,,,,
ENABLE_NO_SHOW_EMPLOYEE_NOTIFICATION,Feature enable no show notificatio to the recpetive employee,,Automatic notification sent to employee once he or she is marked as a no show,,Automatic notification sent to employee once he or she is marked as a no show,,,,,,,,,,,,,,,,,,,,
NO_SHOW_EMPLOYEE_EMAIL_RECEIPIENTS,Feature enable no show notificatio to CC (transport team),,NoShow email recipients(Multiple email IDs can be added),,NoShow email recipients(Multiple email IDs can be added),,,,,,,,,,,,,,,,,,,,
FEATURE_ADHOC_SHIFT_ALWAYS_AVAILABLE,Feature enalbe Adhoc shift option,,Show adhoc shift for employee always without restrictions,This allows the employees to select the ADHOC shift made avalable to them from the Site Admin > Shift Category > Schedule Adhoc. So if this feature is enabled then the Dropdown on the Site Admin page would appear for further configs.,This allows the employees to select the ADHOC shift made avalable to them from the Site Admin > Shift Category > Schedule Adhoc. So if this feature is enabled then the Dropdown on the Site Admin page would appear for further configs.,,,,,,,,,,,,,,,,,,,,
FEATURE_ADHOC_REQUEST,Feature enalbe Adhoc shift option,,Enable adhoc request for employees on mobile app and ETS,,Enable adhoc request for employees on mobile app and ETS,,,,,,,,,,,,,,,,,,,,
FEATURE_EDIT_SHIFT_CATEGORY,Feature enable shift category edit option,,Enable option to edit a particular shift category,,Enable option to edit a particular shift category,,,,,,,,,,,,,,,,,,,,
UPDATE_SHIFT_CUSTOM_MESSAGE,,,,For backend team only,For backend team only,,,,,,,,,,,,,,,,,,,,
ASK_FOR_PROJECT_ON_RESCHEDULE_NAGARRO,,,,Not to be enabled for any clients,,,,,,,,,,,,,,,,,,,,,
FEATURE_ALLSCRIPTS_SCHEDULE_WARNING,,,,Not to be enabled for any clients,,,,,,,,,,,,,,,,,,,,,
FEATURE_ADDITIONAL_REQUEST_ENABLED,Feature enable additional shift option (If employee want 2 login or logout shift on same day can use additional shift),,Lets the employee/admin/Spoc book an additional schedule for the employee (2 login and 2 logout on the same day),,Lets the employee/admin/Spoc book an additional schedule for the employee (2 login and 2 logout on the same day),,,,,,,,,,,,,,,,,,,,
FEATURE_TRIP_CANCELLATION_ENABLED,Feature enable option for tirp cancellation option,,Cancel a particular trip(Employee),,Cancel a particular trip(Employee),,,,,,,,,,,,,,,,,,,,
NUM_OF_DAYS_FOR_SCHEDULE_MAIL_EXPIRY,Update the value number of days for scheudle mail expiry,,Schedule expriy email days configuration,,Schedule expriy email days configuration,,,,,,,,,,,,,,,,,,,,
FEATURE_MULTIPLE_SHIFT_CUTOFF,Feature enable update multiple shift cut off,,Different cutoffs for SPOC and EMPLOYEE,,Different cutoffs for SPOC and EMPLOYEE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Security,,,,,,,,,,,,,,,,,,,,,,,,,
FEATURE_DISTANCE_VIOLATION_METRES,Update the distance value of geo feance violatin metrs,,Geofence proximity radius for violations alerts,,Geofence proximity radius for violations alerts,,,,,,,,,,,,,,,,,,,,
FEATURE_PANIC_ALARM,Enable featuer Panic alarm,,,,Enable to raise the Panic Alarm,,,,,,,,,,,,,,,,,,,,
DASHBOARD_AUTO_REMOVE_ALERT,Update the time for auto close the alert,,Automatic closure of alerts on security dashboard timings configuration,,Automatic closure of alerts on security dashboard timings configuration,,,,,,,,,,,,,,,,,,,,
EMERGENCY_L3_PHONE_NUMBER,Update the L3 SOS escalation contact no,,L3 escalation number for SOS alert matrix,SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,,,,,,,,,,,,,,,,,,,,
EMERGENCY_L3_INTERVAL_MINUTES,Update the min of SOS raise alert on L3 level,,"SMS alert repeat interval. In case panic is not acted upon
",SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,,,,,,,,,,,,,,,,,,,,
EMERGENCY_L2_INTERVAL_MINUTES,Update the min of SOS raise alert on L2 level,,"SMS alert repeat interval. In case panic is not acted upon
",SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,,,,,,,,,,,,,,,,,,,,
ENABLE_PANIC_ALERT_FROM_MOBILE,Feature enable panic alert form Mobile App trough,,Allows employee to raise an SOS alert from the mobile app,,Allows employee to raise an SOS alert from the mobile app,,,,,,,,,,,,,,,,,,,,
EMERGENCY_L2_PHONE_NUMBER,Update the L2 SOS escalation contact no,,L2 escalation number for SOS alert matrix,SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,,,,,,,,,,,,,,,,,,,,
EMERGENCY_L1_INTERVAL_MINUTES,Update the L1 SOS exclation in min,,"SMS alert repeat interval. In case panic is not acted upon
",SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,,,,,,,,,,,,,,,,,,,,
FEATURE_WOMEN_SECURITY,Feature enable Women secuity option,,Enable women marshal,,Enable Women Marshal,,,,,,,,,,,,,,,,,,,,
EMERGENCY_L1_PHONE_NUMBER,Update the L1 SOS escalation contact no,,Update the L1 SOS escalation contact no,SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,SOS escalation matrix to be updated in Site Administrator > Security Configurations only.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Shuttle Routing,,,,,,,,,,,,,,,,,,,,,,,,,
ALLOW_MERGING_SHUTTLE_ROUTES,Allow to merging shuttle routes,,Allows different shuttle routes to be merged,The property allows shuttle route merging for different routes. Now to do that you have to remove all employees to custom and then add those employees to the route else all Shuttle Points would be changed of the merged route.,The property allows shuttle route merging for different routes. Now to do that you have to remove all employees to custom and then add those employees to the route else all Shuttle Points would be changed of the merged route.,,,,,,,,,,,,,,,,,,,,
SHUTTLE_MIN_OCCUPANCY,In shuttle route minmum route occupancy,,Minimum occupancy level required in a specified shuttle route,This property defines the min requirement to generate a shuttle route even though you have enabled it.,This property defines the min requirement to generate a shuttle route even though you have enabled it.,,,,,,,,,,,,,,,,,,,,
FEATURE_EMPLOYEE_SHUTTLE_ASSOCIATION_ENABLED,Feature enable option for employee shuttle association,,Link employee to a particular shuttle point,,Link employee to a particular shuttle point,,,,,,,,,,,,,,,,,,,,
FEATURE_SHUTTLE_ROUTING_ENABLED,Feature enable shuttle routing enalbe,,Enables shuttle routing,,Enables shuttle routing on Routing Dashboard,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Tracking,,,,,,,,,,,,,,,,,,,,,,,,,
ENABLE_NO_SHOW_EMPLOYEE_EMAIL_NOTIFICATION,Feature enable no show E-Mail notification to the respective employee,,Feature enable no show E-Mail notification to the respective employee,,Feature enable no show E-Mail notification to the respective employee,,,,,,,,,,,,,,,,,,,,
WOMEN_EMPLOYEE_SIGN_IN_ALERT_START_24_HOUR_FORMAT,Women employee sign in alert start time hour,,Dark hours start time,,Marshal Window Start time,,,,,,,,,,,,,,,,,,,,
FEATURE_USE_SMS_CHANNEL_TO_MONITOR_GPS_STATUS,If set to true the last known location of the device will be made known to the server via sms,,If set to true the last known location of the device will be made known to the server via sms,To be enabled only after concurrence from Hardware Team,Back End Hardware Team,,,,,,,,,,,,,,,,,,,,
ENABLE_NO_SHOW_EMPLOYEE_SMS_NOTIFICATION,Feature enable no show SMS notification to the respective employee,,Feature enable no show SMS notification to the respective employee,,Feature enable no show SMS notification to the respective employee,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Tripsheets,,,,,,,,,,,,,,,,,,,,,,,,,
FEATURE_BACK2BACK_TRIPS_ENABLED,Feature enable Back to Back tirp option,,Enable vendors and admins to push back to back trips to drivers,,Enable vendors and admins to push back to back trips to drivers,,,,,,,,,,,,,,,,,,,,
TRIPSHEET_PDF_MESSAGE,Custom message shown in the pdf version of tripsheet,,"Custom message shown in the pdf version of tripsheet(If you are going on vacation for more than 2 days or offsite, Kindly drop a mail to transport@moveinsync.com. For assitance, please call ""Transport Helpline"" at +91 **********.
)",,"Custom message shown in the pdf version of tripsheet(If you are going on vacation for more than 2 days or offsite, Kindly drop a mail to transport@moveinsync.com. For assitance, please call ""Transport Helpline"" at +91 **********.
)",,,,,,,,,,,,,,,,,,,,
TRIPSHEET_PUSH_CHECK_HOURS,"Hours before the start of the trip, the remote wakeup is triggered in case tripsheet is not downloaded",,"Hours before the start of the trip, the remote wakeup is triggered in case tripsheet is not downloaded",,"Hours before the start of the trip, the remote wakeup is triggered in case tripsheet is not downloaded",,,,,,,,,,,,,,,,,,,,
TRIPSHEET_DOWNLOAD_WAKEUP_SMS_MINIMUM_TIME_MINUTES,The minimum minutes to wait before triggering Tripsheet download mechanism( Tripsheet Push Job),,The minimum minutes to wait before triggering Tripsheet download mechanism( Tripsheet Push Job),,The minimum minutes to wait before triggering Tripsheet download mechanism( Tripsheet Push Job) eg to change App status from Airplane mode to active mode,,,,,,,,,,,,,,,,,,,,
VENDORMANAGER_CAB_ASSIGNMENT_ENABLED,Feature enable vendor cab assignment option,,Provide access to vendor manager to assign cabs,,Provide access to vendor manager to assign cabs,,,,,,,,,,,,,,,,,,,,
FEATURE_CAB_DEPLOYMENT_ENABLED,Feature enable cab deployement option,,Provide access to admin/vendor to deploy cabs manually,,Provide access to admin/vendor to deploy cabs manually,,,,,,,,,,,,,,,,,,,,
FEATURE_TRIPSHEET_PHYSICAL_ID_ENABLED,Feature enable PHY ID option,,Enable physical ID in tripsheets,,Enable physical ID in Manage tripsheet,,,,,,,,,,,,,,,,,,,,
FEATURE_REMOVE_BULK_UPLOADED_FILES,,,,,Remove the Feature to Bulk upload the routing file from Manage Route section,,,,,,,,,,,,,,,,,,,,
HIDE_EMP_ADDRESS_FROM_VENDORS,Hide the empl address details in the vendor manager role,,Hide the empl address details in the vendor manager role,,Hide the empl address details in the vendor manager role,,,,,,,,,,,,,,,,,,,,
PHONE_NUMBER_PRINTED_IN_PICKUP_SMS,Add the THD no will showing the SMS massage,,THD number to be mentioned in the pickup SMS,,THD number to be mentioned in the pickup SMS,,,,,,,,,,,,,,,,,,,,
FEATURE_FACILITY,If set to true prepends facility to the employee name which would reflect on the device,,If set to true prepends facility to the employee name which would reflect on the device,,Engineering,,,,,,,,,,,,,,,,,,,,
MARSHALL_MESSAGE,Meature enable option ag marshall message,,"This is the message shown against a marshall required trip in the tripsheet pdf version
",,"This is the message shown against a marshall required trip in the tripsheet pdf version
",,,,,,,,,,,,,,,,,,,,
FEATURE_MARSHAL_REQUIRED_FOR_ANY_FEMALE,Feature enable feature marshal option fe any female,,"If enabled, any female trip irrespective of first pickup/last drop will receive a marshall required alert",,"If enabled, any female trip irrespective of first pickup/last drop will receive a marshall required alert",,,,,,,,,,,,,,,,,,,,
FEATURE_TRIPSHEET_MANAGEMENT,Feature enable option en tripsheet management,,"Enable the tripsheet push mechanism (via network reset) if not pushed onto device
",,"Enable the tripsheet push mechanism (via network reset) if not pushed onto device
",,,,,,,,,,,,,,,,,,,,
HIDE_EMP_PHONE_NO_FROM_VENDORS,Featue enable Hide employe contact # in the vendor manger role,,Hides employee phone number from vendor and displays hidden text(XXXXX),,Hides employee phone number from vendor and displays hidden text(XXXXX),,,,,,,,,,,,,,,,,,,,
FEATURE_CUSTOM_TRIPSHEET_CANCEL_CODE,Feature enable custom trip sheet cancel code,,"""False: Tripsheet cancel code is same as driver code
True: Every tripsheet will get own 4 digit random cancel code.""
","This property is linked to device side property called  ""End Trip"". If this ETS side property is enabled then driver would require the cancel code to end the trip, else they would not be able to end the trip.","This property is linked to device side property called  ""End Trip"". If this ETS side property is enabled then driver would require the cancel code to end the trip, else they would not be able to end the trip.",,,,,,,,,,,,,,,,,,,,
TRIPSHEET_NW_RESET_AFTER_MIN,,,"Server sends wake up call to device in case tripsheet is not downloaded. In case the tripsheet is not downloaded even after a buffer time a network reset is sent to device to fix the GPRS issue.
",This is controlled by Hardware team,"Server sends wake up call to device in case tripsheet is not downloaded. In case the tripsheet is not downloaded even after a buffer time a network reset is sent to device to fix the GPRS issue.
",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
others,,,,,,,,,,,,,,,,,,,,,,,,,
ENABLE_TRIPSHEET_UNASSIGNED_VENDOR,Feature enable option unassigned vendor trip sheet details,,Trip sheets without any vendor assigned will be visbile to all vendors,,Give Access to the Vendor to deny a Tripsheet,,,,,,,,,,,,,,,,,,,,
FEATURE_DEFAULT_LOGIN_LOGOUT_SHUTTLE_ENABLED,Which one is select in login shuttle point by default system will be consider same shuttle point,,The shuttle point chosen by employee during login will be chosen automatically for logout,,The shuttle point chosen by employee during login will be chosen automatically for logout,,,,,,,,,,,,,,,,,,,,
BACK_TO_BACK_MAXIMUM_DIFFERENCE_IN_LOGOUT_CAB_MAX_CAPACITY_AND_EMPLOYEES_IN_LOGIN_TRIP,Ieature enable back to back maximum difference in logout cab max capacity and option n_ login trip,,Maximum capacity of a vehicle allowed for back to back trips,,Min Capacity of the cab to qualify for B2B trip,,,,,,,,,,,,,,,,,,,,
VENDOR_CAB_ALLOCATION_CUTOFF_FOR_LOGOUT_MINUTES,Vendor cab allocation cut off for logut shift,,Logout cutoff configuration in minutes for a vendor to allocate vehicles from vendor login,Allowance of Vehicle assignment for Vendors through their login for Logout shifts (for 730 shift - 15 would till 715 and (+15) would be till 745,Allowance of Vehicle assignment for Vendors through their login for Logout shifts (for 730 shift - 15 would till 715 and (+15) would be till 745,,,,,,,,,,,,,,,,,,,,
CONTRACT_EMPLOYEE_JOB_TITLE_PREFIX,Jeature enable option title prefix,,Distinguish between contract employee and full time employee,,Distinguish between contract employee and full time employee,,,,,,,,,,,,,,,,,,,,
ENABLE_CAB_ARRIVED,Feature enable cab arrived notification to the employee,,Enable cab arrived app notification to employees once the driver clicks on the button available on the Driver App.,,Enable cab arrived app notification to employees once the driver clicks on the button available on the Driver App.,,,,,,,,,,,,,,,,,,,,
PRESET_DEFAULT_PASSWORD,For employee ETS login have set-up the default password,,Default passowrd for new employees to login,,Default passowrd for new employees to login(Add password before uploading the data),,,,,,,,,,,,,,,,,,,,
TRANSPORT_HELPDESK_NUMBER,Update the THD No.,,THD number to be updated,"This property controls the THD number updation which is used for IVR 2nd option ""Contact THD""","This property controls the THD number updation which is used for IVR 2nd option ""Contact THD""",,,,,,,,,,,,,,,,,,,,
BUS_TRACKER_WINDOW_RANGE_IN_MINS,Update the valute of Bus tracker window range,,Start timings to track an allotted bus before eployee pickup time,,Start timings to track an allotted bus before employee pickup time,,,,,,,,,,,,,,,,,,,,
STORE_PLANNED_VENDOR_CABS_USING_FLAVOUR,,,,"Planned vendor can be decided on following configurable values : Disabled, First Vendor first cab, Previous vendor previous cab, Manual freeze, first cab.If the cut off is passed, then the planned vendor cannot be frozen for the selected shift for Manual freeze.","Planned vendor can be decided on following configurable values : Disabled, First Vendor first cab, Previous vendor previous cab, Manual freeze, first cab.If the cut off is passed, then the planned vendor cannot be frozen for the selected shift for Manual freeze.(Actual Vs Planned Report)",,,,,,,,,,,,,,,,,,,,
NUM_ADDRESS_CHANGE_REQUESTS_ALLOWED_PER_MONTH,For employee no. of times address chage request in a month update the value,,Number of times an employee is allowed to change the address on the mobile app or ETS in month,,Number of times an employee is allowed to change the address on the mobile app or ETS in month,,,,,,,,,,,,,,,,,,,,
NUM_TRIPS_RESTRICT_CAB_PER_DAY_START_HOUR,Restrict the no of trips cab for in a day,,,"Number (between 0 to 23). If blank, default to 0.","Number (between 0 to 23). If blank, default to 0.",,,,,,,,,,,,,,,,,,,,
EMPLOYEE_TNC_ACCEPTANCE_ON_FIRST_LOGIN,,,popup to accept terms and conditions on the first login for employee,,popup to accept terms and conditions on the first login for employee,,,,,,,,,,,,,,,,,,,,
GENERATE_ROUTES_USING_ROUTER_ROUTES,Ueature enable option es router routes,,Generates routes using prediction from past changes made to routes manually. Will work only if shuttle routing is disabled(Contact routing team before enabling),,Generates routes using prediction from past changes made to routes manually. Will work only if shuttle routing is disabled(Contact routing team before enabling),,,,,,,,,,,,,,,,,,,,
IVR_DROP_VERIFICATION_RETRY_TIMER_MINUTES,Update the value of Retry drop verification call,,Interval to retry IVR call for safe home reach confirmation,,Diifference in Minutes to Trigger a IVR Call,,,,,,,,,,,,,,,,,,,,
FEATURE_JOB_TITLE_ENABLED,Jeature enable option le title enabled,,Enable jobe title drop down in employee profile page(Custom titles can be chosen by raising a SE ticket),,Enable job title drop down in employee profile page(Custom titles can be chosen by raising a SE ticket),,,,,,,,,,,,,,,,,,,,
FEATURE_HIDE_OLD_BILLING_REPORTS,Disable the,,Hide old billing report modules,,Hide old billing report modules,,,,,,,,,,,,,,,,,,,,
DEVICE_TRIP_DISPLAY_TIME_LOGOUT_MINUTES,Update the mintes for logout trip display time,,Interval for displaying the trip sheet on driver's device beforen respective logout trip,,Interval for displaying the trip sheet on driver's device beforen respective logout trip,,,,,,,,,,,,,,,,,,,,
ROUTE_CAB_EMPLOYEES_AS_CUSTOM,Eeature enable option to as custom,,Routing property not to be changed without contacting routing team,,Routing property not to be changed without contacting routing team,,,,,,,,,,,,,,,,,,,,
PROXIMITY_SMS_WITH_DISTANCE_TEMPLATE,Weature enable option at distance template,,Displays distance of the cab to the pickup point in the prximity SMS,,Display distance of the cab to the pickup point in the proximity SMS,,,,,,,,,,,,,,,,,,,,
VENDOR_ALLOWED_TO_UNALLOCATE_TRIP,Vendor can see unallocate trip,,Permit the vendor to reject a trip alotted to him,"If True, vendor can unallocate the trip from Vendor Supervisor screen. It will be mandatory to enter the comments when unallocating the trip.
The comments should reflect in the audit history of the trip - 
Vendor <Vendor Name>, <Vendor User Name>, unassigned the trip at time <Date Time> for the reason ""<Vendor Comment>""
Vendor can unassign the trip only till a cut-off defined in MIS Admin → Operations","If True, vendor can unallocate the trip from Vendor Supervisor screen. It will be mandatory to enter the comments when unallocating the trip.
The comments should reflect in the audit history of the trip - 
Vendor <Vendor Name>, <Vendor User Name>, unassigned the trip at time <Date Time> for the reason ""<Vendor Comment>""
Vendor can unassign the trip only till a cut-off defined in MIS Admin → Operations",,,,,,,,,,,,,,,,,,,,
ENABLE_ESCORT_RULES_ON_DEVICE,Reature enable option ic on device,,Mandatory First sign in to be Escort Sign in,,Mandatory first Escort Sign in on  Driver Device,,,,,,,,,,,,,,,,,,,,
SCHEDULE_CHANGE_NOTIFICATION_TEMPLATE,Ceature enable option la notification template,,Notification message template for employee schedule changes,,Notification message template for employee schedule changes,,,,,,,,,,,,,,,,,,,,
TRIPSHEET_DRIVER_SMS_LOGOUT_CREATION_MINS,Logout trip details send to the driver before the min,,Driver SMS interval time for logout trips,,,,,,,,,,,,,,,,,,,,,,
ENABLE_CAB_ARRIVED_EMAIL_NOTIFICATION,Enable cab arrived email notifcation to the employee,,Automatic email notification when cab arrives at employee pickup point,,E-mail notification when cab arrives at employee pickup point,,,,,,,,,,,,,,,,,,,,
NO_SHOW_BUFFER_FOR_REFERENCE_KM_MINS,Reature enable no show buffer option in km mins,,Billing related property- to be discussed with billing team before making changes,,,,,,,,,,,,,,,,,,,,,,
FEATURE_DROP_VERIFICATION_EMAIL_ESCALATION,Featue enable Drop verification email escalation to the THD,,Failed Safe reach confirmation escalation email ID,,Failed Safe reach confirmation escalation email ID,,,,,,,,,,,,,,,,,,,,
IVR_DROP_VERIFICATION_INVALID_PHONE_NUMBERS,Feature configure IVR drop verfication inavlid phone no.,,invalid phone numbers to be considered for IVR DROP VERIFICATION,,Invalid phone numbers to be considered for IVR DROP VERIFICATION,,,,,,,,,,,,,,,,,,,,
IVR_DROP_VERIFICATION_CALLS_TOTAL_ATTEMPTS,,,Total number of attempts to employee by IVR for Safe reach confirmation,,Total number of attempts to employee by IVR for Safe reach confirmation,,,,,,,,,,,,,,,,,,,,
WEEKDAY_WEEKEND_VENDOR_ALLOCATION_ENABLED,Feature enable weekday & weekend vendor allocation option,,Configuration for Automatic vendor allocation on weekdays and weekends,,,,,,,,,,,,,,,,,,,,,,
CONTACTLESS_SIGN_IN_ENABLED,,,Sign in from employee device instead of driver device,,Sign in from employee device instead of driver device,,,,,,,,,,,,,,,,,,,,
FEATURE_REFERENCE_KMS_FASTEST_ROUTE_FOR_EMPTY_LEG,Feature enable referance km fastest route for empty leg,,System considers fastest route km reference during the empty leg(Whether short or long),,,,,,,,,,,,,,,,,,,,,,
FEATURE_COST_CENTER_ALLOW_GENERATE_REPORTS,Feature enable Generate cost center wise report,,Enable download of cost center reports in BA,,,,,,,,,,,,,,,,,,,,,,
TRANSPORT_HELPDESK_EMAIL,Configure the help desk E-Mail,,THD email ID configuration,,THD email ID configuration,,,,,,,,,,,,,,,,,,,,
ENABLE_BULK_UPLOAD_CABS_ON_ROUTES,Feature enable cab deployement file in route page also,,Enable cab bulk upload on Routes(not tripsheets),,Enable cab bulk upload on Manage Routes(Not in Manage Triphsheet),,,,,,,,,,,,,,,,,,,,
BILLING_AUTO_MERGE_DELETE_EMPTY_DUTY_KM,In the billing auto deleted empty duty KM,,Billing related property- to be discussed with billing team before making changes,,,,,,,,,,,,,,,,,,,,,,
OTP_MARSHALL_START_TIME,The marshal will start the time of OTP trough sign in,,,,,,,,,,,,,,,,,,,,,,,,
DISABLE_SPECIAL_NEED_MALE_EMPLOYEE_AS_MALE_BUDDY,Diable SPLN option for Male emaployees,,System will not consider special need employee as male buddy for marshal routing,,System will not consider special need employee as male buddy for marshal routing,,,,,,,,,,,,,,,,,,,,
VENDOR_CAB_ALLOCATION_CUTOFF_FOR_LOGIN_MINUTES,Vendor cab deployement login cut off,,Login cutoff time for vendor to allocate cab in vendor login,,Login cutoff time for vendor to allocate cab in vendor login,,,,,,,,,,,,,,,,,,,,
TRIPSHEET_EXPIRY_IN_MINUTES,Trip expiry minutes,,Time interval for trip sheet to expire if driver does not start duty,Time interval of Tripsheet to be expired from the Trip End Time.,Time interval of Tripsheet to be expired from the Trip End Time.,,,,,,,,,,,,,,,,,,,,
SHOW_KMS_ON_DRIVER_DEVICE,Show the KM on driver divice Acatul/Refrance KM,,Display actual trip km or reference trip kkm on driver device,,Display actual trip km or reference trip km on driver device,,,,,,,,,,,,,,,,,,,,
LOGIN_CUTOFF_MANUAL_TRIPSHEET_PUSH_TO_VENDORS,,,"Login cutoff time for transport team to push tripsheet to vendors, if not pushed then it would reflect automatically.",,,,,,,,,,,,,,,,,,,,,,
DISPLAY_EMPLOYEE_NAME_IN_NOTIFICATION,Feature enable display emp name notification,,Employee name will be displayed in all notifications received by the employee,,Employee name will be displayed in all notifications received by the employee,,,,,,,,,,,,,,,,,,,,
LOGIN_POPUP_TEXT,,,Engineering property,,,,,,,,,,,,,,,,,,,,,,
FEATURE_PROPRIETARY_TEXT_IN_REPORTS,,,Engineering property,"If any report requires any text prefixed to the Report Name, that text can be mentioned in this property",,,,,,,,,,,,,,,,,,,,,
